Agent ID,Agent Name,Agent Type,Total Properties_x,Spoken Languages by Agent,Agent BRN,Company ID,Designation,Total Properties_y
a9455cdb-1137-4df3-956c-9d1ce1eadfc1,Fatima Zahra,REGULAR,892,"['English', 'Arabic', 'French']",54797,4f869f17-f152-4f4b-b86d-62fb88503946,Luxury Property Specialist,879
97bcaa64-378a-4ed4-aaec-94b71d13a685,Rahab Nicar,REGULAR,542,"['English', 'Tagalog']",37326,558711c1-4bdf-4635-999c-9faebcc91cad,Property Consultant,545
c5344d89-4459-4a62-b411-169b8bb204ac,Jeddy Pallogan,SUPERAGENT,609,"['English', 'Tagalog']",,e26c8a20-2cae-4124-9578-59d4c7582447,Property Consultant,609
21c99d34-19f9-4739-8e15-35fd641cc421,Alaa Shkier,REGULAR,284,['nan'],57240,6fecff2a-4dc3-4f29-a068-3863f7d08a0f,Gold Mark Real Estate,
bb9b4d0e-4233-4079-a156-82cf5f8fc827,Mariam El Bannani,REGULAR,289,"['English', 'Arabic']",,75709f50-5630-4585-904d-bfa4a4b5e5a5,Property Consultant,289
fa0cd400-61ac-4e6d-a5d7-ed5e5e3d481f,Syed Wajih Uddin Ahmed,REGULAR,869,"['English', 'Hindi', 'Urdu']",3437,ad10c756-c3f1-4e9a-a8e0-45bc18d2450a,Executive,865
a18ea702-a678-4215-a791-4a5142cdb4fc,Ahmed Eleiwat,SUPERAGENT,"1,625","['English', 'Arabic']",,b0f9e823-1122-4ad9-bc5b-f50c05fdc227,Property Consultant,"1,625"
7e705ffa-b9a5-4643-8529-9b1ccf85740b,Umair Madni,REGULAR,131,"['English', 'Urdu']",30652,af1d3b9a-ab08-403e-ac7b-52183f637d1d,Real Estate Professional,132
3434ecec-7e89-42f0-8774-6c79c0b4d1a4,Vicky Clark,REGULAR,36,['English'],49033,1dd43fe0-de4b-4a9a-8d47-d79bd097622f,Operations Manager,36
91021e15-0f15-48a1-899b-83971e664ba7,Bernice Agbemashior,REGULAR,118,['nan'],,6fecff2a-4dc3-4f29-a068-3863f7d08a0f,Bricks n Woods Real Estate Brokerage,
ef5f3a7e-ea1b-4f16-993b-dca24470b6a0,Mohamed Ashraf,REGULAR,468,"['English', 'Arabic']",939893,c1b07e4c-4116-4ba4-8ac1-fd845e605a85,Arabian Ranches Specialist,465
0d0d0c34-27b5-4dab-a44b-85ce820c23e3,Julian Roverato,REGULAR,209,"['English', 'French', 'Spanish', 'Italian']",34036,6d9f6a42-da49-4d8f-a45e-19cc0986ff34,Senior Sales Negotiator,209
9decbc08-7f0b-4461-8f38-e3822b8526bc,Mehroz Majeed,SUPERAGENT,108,"['English', 'Hindi', 'Urdu', 'Memon']",38671,0205eb76-97ba-4719-b6c4-53cd095fa6c2,Sales & Leasing Manager,108
d0f07d7d-0e6b-423b-9625-7e0ba2d05cb9,Farhan Ali,REGULAR,148,['English'],45078,dcebe893-4a25-486c-a34a-75d183555873,Managing Director,148
6c4e5d19-481c-4890-877f-7b2b7d8902cc,Wael Soultan,SUPERAGENT,101,"['English', 'Arabic']",,a46f1ca0-d114-4dc5-a72f-feb7d78cc313,Senior Property Consultant,101
043ed79c-edad-4a92-a0f0-ff6eb4808ff2,Adil Mohamed,SUPERAGENT,27,['English'],37734,43054720-8b67-48ae-bf0c-a13ee6a3832b,Managing Director,27
50ae70e1-e052-4dc6-95a4-a42665ae271d,Sandeep Upadhyay,REGULAR,97,"['English', 'Hindi']",57332,e114a636-9ee7-41a0-a586-7d38b69326be,Real Estate Broker,97
